NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dwight Jones, ATL, C,22,75, , 27.8,4.3,10.0, .430, ,,, 4.3, 10.0,.430,.430, 1.8,2.4,.721, 3.1,6.1,9.3,2.0, 0.7, 0.7,,3.0, 10.4
Jimmy Jones, WSB, PG,30,73, , 19.5,2.8,5.5, .518, ,,, 2.8, 5.5,.518,.518, 1.4,1.9,.725, 0.5,1.4,1.9,2.2, 1.0, 0.1,,2.6, 7.1
Bob Kauffman, ATL, PF,28,73, , 10.9,1.5,3.6, .433, ,,, 1.5, 3.6,.433,.433, 0.8,1.2,.702, 0.9,1.6,2.5,1.1, 0.3, 0.1,,1.4, 3.9
Frank Kendrick, GSW, SF,24,24, , 5.0,1.3,3.2, .403, ,,, 1.3, 3.2,.403,.403, 0.8,0.9,.818, 0.8,0.7,1.5,0.3, 0.5, 0.1,,0.9, 3.3
Toby Kimball, NOJ, PF,32,3, , 30.0,2.3,7.7, .304, ,,, 2.3, 7.7,.304,.304, 2.0,2.3,.857, 2.7,6.0,8.7,1.3, 0.7, 0.0,,4.0, 6.7
Don Kojis, KCO, SF,36,21, , 11.0,2.2,4.7, .469, ,,, 2.2, 4.7,.469,.469, 1.0,1.4,.667, 0.7,1.2,1.9,0.5, 0.6, 0.0,,1.5, 5.3
Len Kosmalski, KCO, C,23,67, , 6.2,0.5,1.2, .398, ,,, 0.5, 1.2,.398,.398, 0.4,0.4,.828, 0.5,1.3,1.8,0.6, 0.1, 0.1,,1.0, 1.3
Tom Kozelko, WSB, PF,23,73, , 10.3,0.8,2.3, .359, ,,, 0.8, 2.3,.359,.359, 0.4,0.5,.861, 0.7,1.2,1.9,0.6, 0.4, 0.1,,1.7, 2.1
Steve Kuberski, MIL, SF,27,59, , 8.8,1.1,2.7, .390, ,,, 1.1, 2.7,.390,.390, 0.7,0.9,.786, 0.9,1.2,2.1,0.6, 0.2, 0.1,,1.0, 2.8
Kevin Kunnert, HOU, C,23,75, , 24.0,4.6,9.0, .512, ,,, 4.6, 9.0,.512,.512, 1.5,2.3,.686, 2.9,5.6,8.4,1.4, 0.5, 1.1,,3.0, 10.8
Sam Lacey, KCO, C,26,81, , 41.7,4.8,11.3, .427, ,,, 4.8, 11.3,.427,.427, 1.8,2.4,.754, 2.8,11.4,14.2,5.3, 1.7, 2.1,,3.4, 11.5
Bob Lanier*, DET, C,26,76, , 39.3,9.6,18.9, .510, ,,, 9.6, 18.9,.510,.510, 4.8,5.9,.802, 3.0,9.1,12.0,4.6, 1.0, 2.3,,3.1, 24.0
Stu Lantz, TOT, SG,28,75, , 23.8,3.0,7.5, .406, ,,, 3.0, 7.5,.406,.406, 2.6,3.1,.838, 1.2,1.4,2.6,2.5, 0.7, 0.2,,2.2, 8.6
Stu Lantz, NOJ, SG,28,19, , 18.6,2.1,6.1, .339, ,,, 2.1, 6.1,.339,.339, 2.5,2.8,.887, 0.4,0.9,1.3,1.6, 0.6, 0.1,,1.5, 6.6
Stu Lantz, LAL, SG,28,56, , 25.5,3.4,8.0, .424, ,,, 3.4, 8.0,.424,.424, 2.6,3.1,.824, 1.4,1.6,3.0,2.8, 0.8, 0.2,,2.4, 9.3
Clyde Lee, TOT, C-PF,30,80, , 30.7,2.2,5.3, .412, ,,, 2.2, 5.3,.412,.412, 1.5,2.2,.672, 3.6,5.9,9.5,1.3, 0.4, 0.3,,3.6, 5.9
Clyde Lee, ATL, PF,30,9, , 19.7,1.3,4.0, .333, ,,, 1.3, 4.0,.333,.333, 3.6,4.3,.821, 2.7,5.1,7.8,0.9, 0.1, 0.4,,2.8, 6.2
Clyde Lee, PHI, C,30,71, , 32.1,2.3,5.5, .419, ,,, 2.3, 5.5,.419,.419, 1.2,1.9,.630, 3.7,6.0,9.7,1.4, 0.4, 0.2,,3.7, 5.8
Russ Lee, NOJ, SF,25,15, , 9.3,1.9,5.1, .382, ,,, 1.9, 5.1,.382,.382, 0.5,0.9,.500, 1.0,1.1,2.1,0.5, 0.7, 0.2,,1.1, 4.3
Bill Ligon, DET, SG,22,38, , 7.2,1.4,3.8, .385, ,,, 1.4, 3.8,.385,.385, 0.4,0.7,.640, 0.4,0.3,0.7,0.7, 0.2, 0.2,,0.8, 3.3
Bob Love, CHI, PF,32,61, , 39.4,8.8,20.6, .429, ,,, 8.8, 20.6,.429,.429, 4.3,5.2,.830, 1.6,4.7,6.3,1.7, 1.0, 0.2,,3.4, 22.0
Stan Love, LAL, PF,25,30, , 14.4,2.8,6.5, .438, ,,, 2.8, 6.5,.438,.438, 1.6,2.2,.712, 1.0,2.2,3.2,0.9, 0.5, 0.4,,2.3, 7.2
Phil Lumpkin, POR, PG,23,48, , 16.5,1.8,4.0, .453, ,,, 1.8, 4.0,.453,.453, 0.6,0.8,.769, 0.2,1.0,1.2,3.7, 0.4, 0.1,,1.7, 4.2
Pete Maravich*, NOJ, SG,27,79, , 36.1,8.3,19.8, .419, ,,, 8.3, 19.8,.419,.419, 4.9,6.1,.811, 1.2,4.2,5.3,6.2, 1.5, 0.2,,2.9, 21.5
Jack Marin, BUF, SF,30,81, , 26.5,4.7,10.3, .455, ,,, 4.7, 10.3,.455,.455, 2.4,2.7,.869, 1.3,3.2,4.5,1.6, 0.6, 0.2,,2.9, 11.8
LaRue Martin, POR, C,24,81, , 16.9,2.9,6.4, .452, ,,, 2.9, 6.4,.452,.452, 1.2,1.8,.697, 1.7,3.4,5.0,0.9, 0.4, 0.6,,3.0, 7.0
Don May, KCO, SF,29,29, , 4.8,0.9,1.9, .500, ,,, 0.9, 1.9,.500,.500, 0.3,0.4,.833, 0.1,0.3,0.4,0.2, 0.1, 0.1,,0.7, 2.2
Bob McAdoo*, BUF, C,23,82, , 43.2,13.4,26.1, .512, ,,, 13.4, 26.1,.512,.512, 7.8,9.7,.805, 3.7,10.3,14.1,2.2, 1.1, 2.1,,3.4, 34.5
Glenn McDonald, BOS, SF,22,62, , 6.4,1.1,2.9, .385, ,,, 1.1, 2.9,.385,.385, 0.5,0.6,.757, 0.3,0.8,1.1,0.4, 0.1, 0.1,,0.9, 2.7
Jon McGlocklin, MIL, SG,31,79, , 23.5,4.1,8.2, .496, ,,, 4.1, 8.2,.496,.496, 0.8,0.9,.875, 0.3,1.2,1.5,3.2, 0.6, 0.1,,1.8, 9.0
Kenny McIntosh, SEA, SF,26,6, , 16.8,1.0,4.8, .207, ,,, 1.0, 4.8,.207,.207, 1.0,1.5,.667, 1.0,1.5,2.5,1.2, 0.7, 0.5,,2.0, 3.0
Jim McMillian, BUF, SF,26,62, , 34.4,5.6,11.2, .499, ,,, 5.6, 11.2,.499,.499, 3.1,3.7,.840, 2.0,4.2,6.2,2.5, 1.1, 0.2,,2.1, 14.3
Larry McNeill, KCO, PF,24,80, , 21.9,3.7,8.1, .459, ,,, 3.7, 8.1,.459,.459, 2.4,3.0,.784, 1.9,4.4,6.2,0.9, 0.9, 0.3,,2.9, 9.8
Cliff Meely, HOU, PF,27,48, , 15.7,3.3,7.3, .447, ,,, 3.3, 7.3,.447,.447, 1.4,2.0,.723, 1.1,2.3,3.4,0.9, 0.4, 0.4,,2.4, 7.9
Gary Melchionni, PHO, SG,24,68, , 22.5,3.4,7.9, .430, ,,, 3.4, 7.9,.430,.430, 1.7,2.1,.809, 0.7,2.1,2.8,2.3, 0.7, 0.2,,1.7, 8.5
Dean Meminger, ATL, PG,26,80, , 27.2,2.9,6.3, .466, ,,, 2.9, 6.3,.466,.466, 2.1,3.3,.639, 1.1,1.6,2.7,5.0, 1.5, 0.1,,2.0, 7.9
John Mengelt, DET, SG,25,80, , 24.9,4.2,8.8, .479, ,,, 4.2, 8.8,.479,.479, 2.6,3.1,.851, 0.5,1.9,2.4,2.5, 0.9, 0.1,,2.5, 11.0
Steve Mix, PHI, PF,27,46, , 38.0,6.1,12.7, .481, ,,, 6.1, 12.7,.481,.481, 3.5,4.5,.776, 3.4,7.5,10.9,2.2, 1.7, 0.5,,3.8, 15.6
Eric Money, DET, SG,19,66, , 13.5,2.2,4.8, .451, ,,, 2.2, 4.8,.451,.451, 0.5,0.7,.689, 0.4,0.9,1.3,1.5, 0.5, 0.0,,1.8, 4.8
Earl Monroe*, NYK, SG,30,78, , 36.1,8.6,18.7, .457, ,,, 8.6, 18.7,.457,.457, 3.8,4.6,.827, 0.7,3.5,4.2,3.5, 1.4, 0.4,,2.6, 20.9
Otto Moore, TOT, C,28,42, , 25.4,2.8,6.2, .450, ,,, 2.8, 6.2,.450,.450, 1.1,1.6,.667, 2.2,5.7,7.9,2.0, 0.5, 1.0,,3.5, 6.7
Otto Moore, DET, C,28,2, , 5.5,0.5,2.0, .250, ,,, 0.5, 2.0,.250,.250, 0.5,1.0,.500, 0.0,1.0,1.0,0.5, 0.0, 0.5,,1.0, 1.5
Otto Moore, NOJ, C,28,40, , 26.4,2.9,6.5, .453, ,,, 2.9, 6.5,.453,.453, 1.1,1.7,.672, 2.3,5.9,8.2,2.1, 0.5, 1.0,,3.7, 7.0
Jeff Mullins, GSW, SG,32,66, , 17.3,3.5,7.8, .455, ,,, 3.5, 7.8,.455,.455, 1.1,1.3,.816, 0.7,1.2,1.9,2.3, 0.9, 0.2,,1.9, 8.2
Calvin Murphy*, HOU, PG,26,78, , 32.2,7.1,14.8, .484, ,,, 7.1, 14.8,.484,.484, 4.4,4.9,.883, 0.7,1.6,2.2,4.9, 1.6, 0.1,,3.6, 18.7
Lloyd Neal, POR, PF,24,82, , 27.8,5.0,10.6, .471, ,,, 5.0, 10.6,.471,.471, 2.3,3.6,.641, 2.3,6.1,8.4,1.7, 0.5, 1.1,,2.9, 12.3
Don Nelson*, BOS, SF,34,79, , 26.0,5.4,9.9, .539, ,,, 5.4, 9.9,.539,.539, 3.3,4.0,.827, 1.6,4.3,5.9,2.3, 0.4, 0.2,,3.0, 14.0
Louie Nelson, NOJ, PG,23,72, , 26.4,4.3,9.4, .452, ,,, 4.3, 9.4,.452,.452, 2.7,3.5,.768, 1.0,1.7,2.7,2.5, 0.9, 0.1,,2.6, 11.2
Mike Newlin, HOU, SG,26,79, , 34.3,5.5,11.5, .482, ,,, 5.5, 11.5,.482,.482, 3.4,3.9,.869, 0.7,2.6,3.3,5.1, 1.4, 0.1,,3.6, 14.4
Connie Norman, PHI, SG,21,12, , 6.0,1.9,3.7, .523, ,,, 1.9, 3.7,.523,.523, 0.2,0.3,.667, 0.3,0.8,1.0,0.3, 0.3, 0.1,,0.8, 4.0
Willie Norwood, DET, SF,27,24, , 14.5,2.7,5.1, .520, ,,, 2.7, 5.1,.520,.520, 1.3,1.8,.738, 1.3,2.4,3.7,0.7, 1.0, 0.0,,2.1, 6.6
Jim Owens, PHO, SF,24,41, , 10.5,1.4,3.5, .386, ,,, 1.4, 3.5,.386,.386, 0.3,0.4,.750, 0.2,0.9,1.0,1.2, 0.4, 0.0,,0.7, 3.0
Steve Patterson, CLE, C,26,81, , 15.7,2.0,4.8, .416, ,,, 2.0, 4.8,.416,.416, 0.6,0.9,.658, 1.4,2.7,4.1,1.1, 0.3, 0.2,,1.6, 4.6
Curtis Perry, PHO, PF,26,79, , 34.0,5.5,11.6, .477, ,,, 5.5, 11.6,.477,.477, 2.3,3.2,.719, 4.4,7.5,11.9,2.4, 1.4, 1.0,,3.6, 13.4
Geoff Petrie, POR, PG,26,80, , 38.9,7.5,16.5, .456, ,,, 7.5, 16.5,.456,.456, 3.3,3.9,.839, 0.5,2.1,2.6,5.3, 1.0, 0.2,,2.7, 18.3
Howard Porter, TOT, SF,26,58, , 20.1,3.5,7.1, .488, ,,, 3.5, 7.1,.488,.488, 1.1,1.4,.835, 1.4,3.0,4.4,0.3, 0.4, 0.4,,1.6, 8.1
Howard Porter, NYK, SF,26,17, , 7.8,0.8,2.1, .361, ,,, 0.8, 2.1,.361,.361, 0.4,0.5,.778, 0.8,1.5,2.2,0.1, 0.2, 0.1,,1.0, 1.9
Howard Porter, DET, SF,26,41, , 25.1,4.6,9.2, .500, ,,, 4.6, 9.2,.500,.500, 1.4,1.7,.843, 1.6,3.7,5.3,0.4, 0.5, 0.6,,1.9, 10.6
Kevin Porter, WSB, PG,24,81, , 32.0,5.0,10.2, .491, ,,, 5.0, 10.2,.491,.491, 1.6,2.3,.704, 0.7,1.2,1.9,8.0, 1.9, 0.1,,4.0, 11.6
Jim Price, TOT, PG,25,50, , 37.4,6.3,14.3, .442, ,,, 6.3, 14.3,.442,.442, 3.4,3.9,.871, 1.2,2.7,4.0,5.7, 2.2, 0.5,,3.6, 16.1
Jim Price, LAL, PG,25,9, , 37.7,8.3,18.6, .449, ,,, 8.3, 18.6,.449,.449, 4.6,5.0,.911, 1.9,2.9,4.8,7.0, 2.3, 0.3,,4.0, 21.2
Jim Price, MIL, PG,25,41, , 37.3,5.9,13.4, .440, ,,, 5.9, 13.4,.440,.440, 3.1,3.6,.859, 1.1,2.7,3.8,5.4, 2.2, 0.5,,3.6, 14.9
Ed Ratleff, HOU, SF,24,80, , 32.0,4.9,10.6, .461, ,,, 4.9, 10.6,.461,.461, 2.0,2.4,.826, 2.3,3.4,5.7,3.2, 1.8, 0.6,,2.9, 11.8
Clifford Ray, GSW, C,26,82, , 30.7,3.6,7.0, .522, ,,, 3.6, 7.0,.522,.522, 2.1,3.5,.602, 3.2,7.5,10.6,2.2, 1.2, 1.4,,3.7, 9.4
Kevin Restani, MIL, PF,23,76, , 23.1,2.5,5.6, .440, ,,, 2.5, 5.6,.440,.440, 0.5,0.6,.714, 1.7,3.6,5.3,1.6, 0.5, 0.3,,2.3, 5.4
Tom Riker, NYK, C,24,51, , 9.5,1.0,2.9, .361, ,,, 1.0, 2.9,.361,.361, 0.9,1.6,.561, 0.8,1.3,2.1,0.4, 0.3, 0.1,,1.3, 3.0
Pat Riley*, LAL, SF,29,46, , 22.1,4.8,11.4, .419, ,,, 4.8, 11.4,.419,.419, 1.5,2.0,.742, 0.5,1.3,1.8,2.6, 0.8, 0.1,,2.8, 11.0
Ron Riley, HOU, PF,24,77, , 20.5,2.5,6.1, .417, ,,, 2.5, 6.1,.417,.417, 0.9,1.3,.732, 1.8,3.2,4.9,1.7, 0.7, 0.3,,2.6, 6.0
Mike Riordan, WSB, SF,29,74, , 29.6,7.0,14.3, .492, ,,, 7.0, 14.3,.492,.492, 1.3,1.6,.838, 1.2,2.6,3.8,2.7, 1.0, 0.1,,3.2, 15.4
Rick Roberson, NOJ, C,27,16, , 21.2,3.0,6.8, .444, ,,, 3.0, 6.8,.444,.444, 1.4,2.5,.575, 2.4,4.9,7.4,1.4, 0.4, 0.5,,3.1, 7.4
Truck Robinson, WSB, PF,23,76, , 13.1,2.5,5.2, .486, ,,, 2.5, 5.2,.486,.486, 0.8,1.5,.522, 1.2,2.7,4.0,0.5, 0.5, 0.4,,1.7, 5.8
Curtis Rowe, DET, PF,25,82, , 34.0,5.1,10.7, .483, ,,, 5.1, 10.7,.483,.483, 2.1,2.8,.753, 2.1,5.0,7.1,1.5, 0.6, 0.5,,2.3, 12.4
Paul Ruffner, BUF, C,26,22, , 4.7,1.0,2.1, .468, ,,, 1.0, 2.1,.468,.468, 0.0,0.2,.200, 0.5,0.5,1.0,0.3, 0.1, 0.1,,1.0, 2.0
Bob Rule, MIL, C,30,1, , 11.0,0.0,1.0, .000, ,,, 0.0, 1.0,.000,.000, 0.0,0.0,, 0.0,0.0,0.0,2.0, 0.0, 0.0,,2.0, 0.0
Campy Russell, CLE, SF,23,68, , 11.1,2.2,5.4, .411, ,,, 2.2, 5.4,.411,.411, 1.8,2.4,.752, 0.6,1.6,2.2,0.7, 0.3, 0.0,,1.5, 6.2
Cazzie Russell, LAL, SF,30,40, , 26.4,6.6,14.5, .455, ,,, 6.6, 14.5,.455,.455, 2.5,2.8,.894, 0.9,2.0,2.9,2.7, 0.7, 0.1,,1.4, 15.7
Fred Saunders, PHO, SF,23,69, , 15.3,2.6,5.9, .433, ,,, 2.6, 5.9,.433,.433, 1.0,1.4,.695, 1.2,2.5,3.7,1.2, 0.6, 0.2,,2.2, 6.1
Dale Schlueter, BUF, C,29,76, , 12.7,1.2,2.3, .517, ,,, 1.2, 2.3,.517,.517, 1.1,1.6,.694, 1.0,2.4,3.5,1.4, 0.2, 0.6,,2.1, 3.5
Charlie Scott*, PHO, PG,26,69, , 37.6,10.2,23.1, .441, ,,, 10.2, 23.1,.441,.441, 4.0,5.1,.781, 1.0,2.9,4.0,4.5, 1.6, 0.3,,4.3, 24.3
Paul Silas, BOS, PF,31,82, , 32.5,3.8,9.1, .417, ,,, 3.8, 9.1,.417,.417, 3.0,4.2,.709, 4.2,8.3,12.5,2.7, 0.7, 0.3,,2.8, 10.6
Tal Skinner, SEA, SF,22,73, , 21.6,1.9,4.8, .409, ,,, 1.9, 4.8,.409,.409, 0.9,1.3,.649, 1.8,2.9,4.7,1.2, 0.7, 0.2,,2.2, 4.8
Jerry Sloan*, CHI, SG,32,78, , 33.0,4.9,11.1, .439, ,,, 4.9, 11.1,.439,.439, 2.5,3.3,.748, 2.3,4.6,6.9,2.1, 2.2, 0.2,,3.4, 12.2
Bingo Smith, CLE, SF,28,82, , 32.1,7.1,14.8, .483, ,,, 7.1, 14.8,.483,.483, 1.6,2.0,.825, 1.3,3.6,5.0,2.8, 1.0, 0.3,,2.8, 15.9
Don Smith, PHI, SG,23,54, , 10.0,2.4,5.9, .408, ,,, 2.4, 5.9,.408,.408, 0.4,0.4,1.000, 0.3,0.3,0.6,0.9, 0.4, 0.1,,0.8, 5.2
Elmore Smith, LAL, C,25,74, , 31.6,4.7,9.5, .493, ,,, 4.7, 9.5,.493,.493, 1.5,3.1,.485, 2.8,8.1,10.9,2.0, 1.1, 2.9,,3.4, 10.9
Greg Smith, POR, SF,28,55, , 9.4,1.3,2.7, .486, ,,, 1.3, 2.7,.486,.486, 0.6,0.9,.667, 0.5,1.1,1.6,0.5, 0.4, 0.1,,1.7, 3.2
Phil Smith, GSW, SG,22,74, , 14.3,3.0,6.3, .476, ,,, 3.0, 6.3,.476,.476, 1.7,2.1,.804, 0.7,1.2,1.9,1.8, 0.8, 0.0,,1.9, 7.7
Randy Smith, BUF, SG,26,82, , 36.6,7.4,15.4, .484, ,,, 7.4, 15.4,.484,.484, 2.9,3.6,.800, 1.2,3.0,4.2,6.5, 1.7, 0.0,,3.0, 17.8
Dick Snyder, CLE, SG,30,82, , 31.6,6.1,12.0, .504, ,,, 6.1, 12.0,.504,.504, 2.0,2.4,.846, 0.5,2.5,2.9,3.4, 0.8, 0.5,,2.8, 14.2
Mike Sojourner, ATL, C,21,73, , 29.2,5.2,10.6, .488, ,,, 5.2, 10.6,.488,.488, 1.3,2.0,.651, 2.7,6.1,8.8,1.3, 0.5, 0.8,,3.0, 11.7
Kevin Stacom, BOS, SG,23,61, , 7.3,1.2,2.6, .453, ,,, 1.2, 2.6,.453,.453, 0.5,0.5,.879, 0.5,0.4,0.9,0.8, 0.2, 0.0,,1.1, 2.8
Bud Stallworth, NOJ, SF,25,73, , 22.8,4.1,9.7, .420, ,,, 4.1, 9.7,.420,.420, 1.7,2.5,.687, 1.1,2.3,3.4,0.6, 0.8, 0.2,,2.8, 9.9
Dave Stallworth, NYK, SF,33,7, , 8.1,0.7,2.6, .278, ,,, 0.7, 2.6,.278,.278, 0.0,0.0,, 0.9,2.0,2.9,0.3, 0.4, 0.4,,1.4, 1.4
Larry Steele, POR, SG,25,76, , 31.4,3.5,6.4, .548, ,,, 3.5, 6.4,.548,.548, 1.6,1.9,.836, 1.1,1.8,3.0,3.8, 2.4, 0.2,,3.3, 8.6
George Thompson, MIL, SG,27,73, , 27.2,4.2,9.5, .443, ,,, 4.2, 9.5,.443,.443, 2.3,2.9,.785, 0.7,1.8,2.5,3.1, 0.9, 0.1,,2.8, 10.7
Nate Thurmond*, CHI, C,33,80, , 34.5,3.1,8.6, .364, ,,, 3.1, 8.6,.364,.364, 1.7,2.8,.589, 3.2,8.1,11.3,4.1, 0.6, 2.4,,3.4, 7.9
Dean Tolson, SEA, PF,23,19, , 4.6,0.8,1.9, .432, ,,, 0.8, 1.9,.432,.432, 0.6,0.9,.647, 0.6,0.5,1.2,0.3, 0.2, 0.3,,0.6, 2.3
Rudy Tomjanovich, HOU, PF,26,81, , 38.7,8.6,16.3, .525, ,,, 8.6, 16.3,.525,.525, 3.6,4.5,.790, 2.3,5.3,7.6,2.9, 0.9, 0.3,,2.8, 20.7
George Trapp, DET, PF,26,78, , 18.9,3.7,8.4, .442, ,,, 3.7, 8.4,.442,.442, 1.3,1.7,.756, 0.9,2.6,3.5,0.8, 0.5, 0.2,,2.7, 8.7
John Tschogl, PHI, SF,24,39, , 16.0,1.4,3.8, .358, ,,, 1.4, 3.8,.358,.358, 0.3,0.6,.591, 1.3,1.5,2.8,0.8, 0.6, 0.6,,2.1, 3.1
Wes Unseld*, WSB, C,28,73, , 39.8,3.7,7.5, .502, ,,, 3.7, 7.5,.502,.502, 1.7,2.5,.685, 4.4,10.4,14.8,4.1, 1.6, 0.9,,2.5, 9.2
Dick Van Arsdale, PHO, SG,31,70, , 34.6,6.0,12.8, .470, ,,, 6.0, 12.8,.470,.470, 4.0,4.8,.832, 0.7,2.0,2.7,2.8, 1.2, 0.2,,2.5, 16.1
Tom Van Arsdale, TOT, SF,31,82, , 34.7,7.2,16.9, .428, ,,, 7.2, 16.9,.428,.428, 3.9,5.2,.759, 0.9,2.5,3.4,2.7, 1.1, 0.0,,3.1, 18.4
Tom Van Arsdale, PHI, SF,31,9, , 30.3,5.4,12.9, .422, ,,, 5.4, 12.9,.422,.422, 3.1,4.6,.683, 0.8,2.4,3.2,1.8, 1.4, 0.0,,2.9, 14.0
Tom Van Arsdale, ATL, SF,31,73, , 35.2,7.5,17.4, .429, ,,, 7.5, 17.4,.429,.429, 4.0,5.2,.768, 1.0,2.5,3.4,2.8, 1.1, 0.0,,3.2, 18.9
Norm Van Lier, CHI, PG,27,70, , 37.0,5.8,13.9, .420, ,,, 5.8, 13.9,.420,.420, 3.4,4.3,.792, 1.2,3.5,4.7,5.8, 2.0, 0.2,,3.5, 15.0
Neal Walk, TOT, C,26,67, , 16.8,3.0,7.1, .419, ,,, 3.0, 7.1,.419,.419, 1.3,1.6,.819, 1.4,3.7,5.1,1.8, 0.6, 0.3,,2.6, 7.2
Neal Walk, NOJ, C,26,37, , 23.0,4.1,9.7, .422, ,,, 4.1, 9.7,.422,.422, 1.7,2.2,.800, 2.0,5.1,7.1,2.7, 0.8, 0.5,,3.3, 9.9
Neal Walk, NYK, C,26,30, , 9.1,1.6,3.8, .409, ,,, 1.6, 3.8,.409,.409, 0.7,0.8,.880, 0.6,2.0,2.6,0.7, 0.2, 0.1,,1.8, 3.9
Chet Walker*, CHI, SF,34,76, , 32.3,6.9,14.2, .487, ,,, 6.9, 14.2,.487,.487, 5.4,6.3,.860, 1.5,4.2,5.7,2.2, 0.6, 0.1,,2.4, 19.2
Foots Walker, CLE, PG,23,72, , 14.9,1.5,3.8, .404, ,,, 1.5, 3.8,.404,.404, 1.1,1.6,.684, 0.7,1.4,2.0,2.7, 1.1, 0.1,,1.8, 4.2
Jimmy Walker, KCO, SG,30,81, , 38.5,6.8,14.4, .475, ,,, 6.8, 14.4,.475,.475, 3.0,3.6,.855, 0.6,2.3,3.0,2.8, 1.0, 0.2,,2.7, 16.7
Bill Walton*, POR, C,22,35, , 32.9,5.1,9.9, .513, ,,, 5.1, 9.9,.513,.513, 2.7,3.9,.686, 2.6,10.0,12.6,4.8, 0.8, 2.7,,3.3, 12.8
Perry Warbington, PHI, PG,22,5, , 14.0,0.8,4.2, .190, ,,, 0.8, 4.2,.190,.190, 0.4,0.4,1.000, 0.4,1.2,1.6,3.2, 0.0, 0.0,,3.2, 2.0
Cornell Warner, MIL, PF,26,79, , 31.9,3.1,6.8, .458, ,,, 3.1, 6.8,.458,.458, 1.3,2.0,.684, 3.0,7.3,10.3,1.6, 0.6, 0.7,,3.4, 7.6
Jim Washington, TOT, PF,31,80, , 19.7,2.4,5.3, .454, ,,, 2.4, 5.3,.454,.454, 0.8,1.2,.667, 1.4,3.5,4.9,1.4, 0.4, 0.3,,2.1, 5.6
Jim Washington, ATL, PF,31,38, , 23.8,3.0,6.8, .440, ,,, 3.0, 6.8,.440,.440, 1.1,1.4,.745, 1.4,3.7,5.1,1.8, 0.6, 0.3,,2.3, 7.1
Jim Washington, BUF, PF,31,42, , 16.0,1.8,3.9, .475, ,,, 1.8, 3.9,.475,.475, 0.5,0.9,.553, 1.4,3.3,4.7,1.0, 0.3, 0.3,,1.9, 4.2
Kermit Washington, LAL, PF,23,55, , 17.3,1.6,3.8, .420, ,,, 1.6, 3.8,.420,.420, 1.3,2.2,.590, 1.9,4.4,6.4,1.2, 0.5, 0.6,,2.8, 4.5
Stan Washington, WSB, SG,23,1, , 4.0,0.0,1.0, .000, ,,, 0.0, 1.0,.000,.000, 0.0,0.0,, 0.0,0.0,0.0,0.0, 0.0, 0.0,,1.0, 0.0
Slick Watts, SEA, PG,23,82, , 25.1,2.8,6.7, .421, ,,, 2.8, 6.7,.421,.421, 1.1,1.9,.608, 1.2,2.0,3.2,6.1, 2.3, 0.1,,3.1, 6.8
Nick Weatherspoon, WSB, SF,24,82, , 16.4,3.1,6.9, .456, ,,, 3.1, 6.9,.456,.456, 1.3,1.7,.746, 1.6,2.6,4.2,0.6, 0.8, 0.3,,2.6, 7.5
Scott Wedman, KCO, SF,22,80, , 31.9,4.7,10.1, .465, ,,, 4.7, 10.1,.465,.465, 1.7,2.1,.818, 2.5,3.6,6.1,1.6, 1.0, 0.3,,3.4, 11.1
Bob Weiss, BUF, PG,32,76, , 17.6,1.3,3.4, .391, ,,, 1.3, 3.4,.391,.391, 0.7,0.9,.806, 0.3,1.1,1.4,3.4, 1.1, 0.3,,1.9, 3.4
Owen Wells, HOU, SF,24,33, , 6.5,1.3,3.0, .420, ,,, 1.3, 3.0,.420,.420, 0.5,0.7,.682, 0.4,0.7,1.1,0.7, 0.3, 0.1,,1.2, 3.0
Walt Wesley, TOT, C,30,45, , 5.5,0.9,2.1, .452, ,,, 0.9, 2.1,.452,.452, 0.4,0.6,.593, 0.4,1.0,1.4,0.3, 0.2, 0.1,,1.1, 2.2
Walt Wesley, PHI, C,30,4, , 8.3,1.3,2.3, .556, ,,, 1.3, 2.3,.556,.556, 0.5,1.0,.500, 1.0,1.0,2.0,0.3, 0.0, 0.0,,2.0, 3.0
Walt Wesley, MIL, C,30,41, , 5.2,0.9,2.0, .440, ,,, 0.9, 2.0,.440,.440, 0.3,0.6,.609, 0.3,1.0,1.3,0.3, 0.2, 0.1,,1.0, 2.1
Paul Westphal*, BOS, SG,24,82, , 19.3,4.2,8.2, .510, ,,, 4.2, 8.2,.510,.510, 1.5,1.9,.763, 0.5,1.5,2.0,2.9, 1.0, 0.4,,2.3, 9.8
John Wetzel, ATL, SG,30,63, , 12.5,1.4,3.2, .426, ,,, 1.4, 3.2,.426,.426, 1.1,1.2,.883, 0.5,1.3,1.8,1.2, 0.8, 0.1,,1.7, 3.8
Jo Jo White*, BOS, PG,28,82, , 39.3,8.0,17.6, .457, ,,, 8.0, 17.6,.457,.457, 2.3,2.7,.834, 1.0,2.8,3.8,5.6, 1.6, 0.2,,2.5, 18.3
Sidney Wicks, POR, PF,25,82, , 38.6,8.4,17.0, .497, ,,, 8.4, 17.0,.497,.497, 4.8,6.8,.706, 2.8,7.9,10.7,3.5, 1.3, 1.0,,3.5, 21.7
