NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Nat Clifton*, NYK, PF,31,72, , 30.3,3.6,9.7, .368, ,,, 3.6, 9.7,.368,.368, 2.4,3.8,.628, ,,7.3,2.4, , ,,3.0, 9.6
Jack Coleman, ROC, PF,29,71, , 33.5,4.1,10.1, .405, ,,, 4.1, 10.1,.405,.405, 1.5,2.5,.597, ,,8.3,2.2, , ,,2.8, 9.7
Chuck Cooper*, BOS, SF,27,70, , 15.7,1.1,3.7, .299, ,,, 1.1, 3.7,.299,.299, 1.1,1.7,.672, ,,4.3,1.1, , ,,2.1, 3.3
Bob Cousy*, BOS, PG,25,72, , 39.7,6.8,17.5, .385, ,,, 6.8, 17.5,.385,.385, 5.7,7.3,.787, ,,5.5,7.2, , ,,2.8, 19.2
Bob Davies*, ROC, PG,34,72, , 29.7,4.0,10.8, .371, ,,, 4.0, 10.8,.371,.371, 4.3,6.0,.718, ,,2.7,4.5, , ,,3.1, 12.3
Walt Davis, PHW, PF,23,68, , 23.1,2.5,6.7, .367, ,,, 2.5, 6.7,.367,.367, 1.0,1.5,.644, ,,6.4,0.9, , ,,3.0, 5.9
Bob Donham, BOS, SG,27,68, , 21.3,2.1,4.6, .448, ,,, 2.1, 4.6,.448,.448, 1.7,3.1,.554, ,,3.9,2.7, , ,,3.5, 5.9
Gene Dyker, MLH, F,23,11, , 8.3,0.5,2.4, .231, ,,, 0.5, 2.4,.231,.231, 0.4,0.7,.500, ,,1.5,0.5, , ,,1.9, 1.5
Ed Earle, SYR, PF,26,2, , 6.0,0.5,1.0, .500, ,,, 0.5, 1.0,.500,.500, 1.0,2.0,.500, ,,1.0,0.0, , ,,0.0, 2.0
Ray Felix, BLB, C,23,72, , 37.1,5.7,13.7, .417, ,,, 5.7, 13.7,.417,.417, 6.2,9.8,.638, ,,13.3,1.1, , ,,3.5, 17.6
Danny Finn, PHW, PG,25,68, , 23.0,2.5,7.3, .343, ,,, 2.5, 7.3,.343,.343, 1.9,2.9,.643, ,,3.2,3.9, , ,,3.2, 6.9
Larry Foust, FTW, C,25,72, , 37.4,5.2,12.8, .409, ,,, 5.2, 12.8,.409,.409, 4.7,6.6,.712, ,,13.4,2.2, , ,,3.6, 15.1
Jim Fritsche, TOT, PF,22,68, , 18.0,1.7,5.6, .306, ,,, 1.7, 5.6,.306,.306, 0.7,1.0,.721, ,,3.2,1.1, , ,,1.5, 4.1
Jim Fritsche, MNL, PF,22,2, , 4.0,0.0,1.5, .000, ,,, 0.0, 1.5,.000,.000, 0.5,2.0,.250, ,,0.0,0.0, , ,,0.0, 0.5
Jim Fritsche, BLB, PF,22,66, , 18.4,1.8,5.7, .309, ,,, 1.8, 5.7,.309,.309, 0.7,1.0,.750, ,,3.3,1.1, , ,,1.6, 4.2
Joe Fulks*, PHW, PF,32,61, , 8.2,1.0,3.8, .266, ,,, 1.0, 3.8,.266,.266, 0.5,0.8,.571, ,,1.7,0.5, , ,,1.5, 2.5
Bill Gabor, SYR, SG,31,61, , 19.9,3.3,9.0, .370, ,,, 3.3, 9.0,.370,.370, 2.3,3.2,.716, ,,1.6,2.7, , ,,3.0, 9.0
Harry Gallatin*, NYK, PF,26,72, , 37.4,3.6,8.9, .404, ,,, 3.6, 8.9,.404,.404, 6.0,7.7,.784, ,,15.3,2.1, , ,,2.9, 13.2
Jack George, PHW, PG,25,71, , 37.3,3.6,10.4, .352, ,,, 3.6, 10.4,.352,.352, 2.2,3.7,.590, ,,5.4,4.4, , ,,3.0, 9.5
Bato Govedarica, SYR, PG,25,23, , 11.2,1.1,3.4, .316, ,,, 1.1, 3.4,.316,.316, 1.1,1.6,.676, ,,0.8,1.0, , ,,1.9, 3.3
Joe Graboski, PHW, PF,24,71, , 38.9,5.0,14.1, .354, ,,, 5.0, 14.1,.354,.354, 3.3,4.9,.674, ,,9.4,2.3, , ,,3.1, 13.3
Norm Grekin, PHW, F,23,1, , 1.0,0.0,0.0, , ,,, 0.0, 0.0,,, 0.0,0.0,, ,,0.0,0.0, , ,,1.0, 0.0
Alex Hannum*, ROC, PF,30,72, , 23.7,2.4,7.0, .348, ,,, 2.4, 7.0,.348,.348, 1.4,2.3,.622, ,,4.9,1.5, , ,,3.9, 6.3
Rollen Hans, BLB, SG,22,67, , 23.2,2.9,7.7, .371, ,,, 2.9, 7.7,.371,.371, 1.5,2.7,.561, ,,2.4,2.7, , ,,2.6, 7.2
Bob Harris, BOS, SF,26,71, , 26.7,2.2,5.8, .381, ,,, 2.2, 5.8,.381,.381, 1.5,2.4,.628, ,,7.3,1.3, , ,,3.2, 5.9
Bob Harrison, TOT, SG,26,64, , 22.5,2.3,7.0, .321, ,,, 2.3, 7.0,.321,.321, 1.5,2.5,.595, ,,2.0,2.2, , ,,3.4, 6.0
Bob Harrison, MNL, G,26,40, , 15.5,1.4,4.5, .298, ,,, 1.4, 4.5,.298,.298, 1.2,1.8,.662, ,,1.5,1.4, , ,,2.9, 3.9
Bob Harrison, MLH, SG,26,24, , 34.3,3.8,11.2, .336, ,,, 3.8, 11.2,.336,.336, 2.0,3.6,.540, ,,3.0,3.5, , ,,4.3, 9.5
Lew Hitch, MLH, PF,24,72, , 34.1,3.1,8.4, .367, ,,, 3.1, 8.4,.367,.367, 1.8,2.9,.639, ,,9.6,2.0, , ,,2.4, 8.0
Paul Hoffman, BLB, PG,28,72, , 34.8,3.5,10.6, .332, ,,, 3.5, 10.6,.332,.332, 3.0,4.2,.716, ,,6.8,4.0, , ,,3.8, 10.0
Jim Holstein, MNL, SF,23,70, , 16.5,1.3,4.1, .306, ,,, 1.3, 4.1,.306,.306, 0.9,1.6,.571, ,,2.9,1.1, , ,,2.0, 3.4
Red Holzman*, MLH, PG,33,51, , 12.7,1.5,4.4, .330, ,,, 1.5, 4.4,.330,.330, 0.9,1.4,.658, ,,0.9,1.5, , ,,1.4, 3.8
Bob Houbregs*, TOT, PF,21,70, , 28.1,3.0,8.0, .372, ,,, 3.0, 8.0,.372,.372, 2.7,3.8,.714, ,,5.4,1.8, , ,,3.0, 8.7
Bob Houbregs*, MLH, C-F,21,11, , 15.1,1.7,5.6, .306, ,,, 1.7, 5.6,.306,.306, 2.4,3.1,.765, ,,4.2,0.8, , ,,1.9, 5.8
Bob Houbregs*, BLB, PF,21,59, , 30.6,3.2,8.5, .380, ,,, 3.2, 8.5,.380,.380, 2.8,3.9,.707, ,,5.6,1.9, , ,,3.2, 9.2
Mel Hutchins, FTW, PF,25,72, , 40.8,4.1,10.2, .401, ,,, 4.1, 10.2,.401,.401, 2.1,3.1,.677, ,,9.7,2.9, , ,,3.2, 10.3
Neil Johnston*, PHW, C,24,72, , 45.8,8.2,18.3, .449, ,,, 8.2, 18.3,.449,.449, 8.0,10.7,.747, ,,11.1,2.8, , ,,3.6, 24.4
Billy Kenville, SYR, PG,23,72, , 19.5,2.1,5.4, .384, ,,, 2.1, 5.4,.384,.384, 1.9,2.5,.747, ,,3.4,1.7, , ,,1.9, 6.0
George King, SYR, PG,25,72, , 32.9,3.9,10.3, .376, ,,, 3.9, 10.3,.376,.376, 3.6,5.7,.627, ,,3.7,3.8, , ,,2.5, 11.3
Dick Knostman, SYR, C,22,5, , 9.4,0.6,2.0, .300, ,,, 0.6, 2.0,.300,.300, 1.4,2.2,.636, ,,3.4,1.2, , ,,1.8, 2.6
Bob Lavoy, TOT, PF,27,68, , 18.8,2.0,5.2, .379, ,,, 2.0, 5.2,.379,.379, 1.4,1.9,.729, ,,4.7,1.1, , ,,3.2, 5.4
Bob Lavoy, MLH, PF,27,8, , 15.6,2.0,4.5, .444, ,,, 2.0, 4.5,.444,.444, 1.1,2.0,.563, ,,3.8,1.3, , ,,2.4, 5.1
Bob Lavoy, SYR, PF,27,60, , 19.2,2.0,5.3, .372, ,,, 2.0, 5.3,.372,.372, 1.4,1.9,.752, ,,4.8,1.1, , ,,3.3, 5.4
Earl Lloyd*, SYR, SF,25,72, , 30.6,3.5,9.3, .374, ,,, 3.5, 9.3,.374,.374, 2.2,2.9,.746, ,,7.3,1.6, , ,,4.2, 9.1
Don Lofgran, MLH, SF,24,21, , 18.1,1.7,5.3, .313, ,,, 1.7, 5.3,.313,.313, 1.5,2.3,.653, ,,3.0,1.2, , ,,1.6, 4.9
Clyde Lovellette*, MNL, C,24,72, , 17.4,3.3,7.8, .423, ,,, 3.3, 7.8,.423,.423, 1.6,2.3,.695, ,,5.8,0.7, , ,,2.9, 8.2
Jim Luisi, BLB, PG,25,31, , 11.8,1.0,3.1, .326, ,,, 1.0, 3.1,.326,.326, 0.9,1.3,.659, ,,0.8,1.1, , ,,1.5, 2.9
Ed Macauley*, BOS, C,25,71, , 39.3,6.5,13.4, .486, ,,, 6.5, 13.4,.486,.486, 5.9,7.8,.758, ,,8.0,3.8, , ,,2.4, 18.9
Mo Mahoney, BLB, F,26,2, , 5.5,0.0,1.0, .000, ,,, 0.0, 1.0,.000,.000, 0.0,0.0,, ,,1.0,0.5, , ,,0.0, 0.0
Slater Martin*, MNL, PG,28,69, , 35.8,3.7,9.5, .388, ,,, 3.7, 9.5,.388,.388, 2.6,3.5,.724, ,,2.4,3.7, , ,,2.9, 9.9
Al Masino, TOT, PG,25,27, , 6.7,1.0,2.3, .419, ,,, 1.0, 2.3,.419,.419, 1.1,1.8,.612, ,,1.0,0.8, , ,,1.6, 3.0
Al Masino, ROC, PG,25,11, , 4.5,0.7,1.5, .500, ,,, 0.7, 1.5,.500,.500, 0.6,1.1,.583, ,,0.6,0.6, , ,,1.8, 2.1
Al Masino, SYR, PG,25,16, , 8.2,1.1,2.9, .391, ,,, 1.1, 2.9,.391,.391, 1.4,2.3,.622, ,,1.3,0.9, , ,,1.5, 3.7
Alfred McGuire*, NYK, PG,25,64, , 13.3,0.9,2.8, .328, ,,, 0.9, 2.8,.328,.328, 0.9,2.1,.436, ,,1.9,1.6, , ,,2.3, 2.7
Dick McGuire*, NYK, PG,28,68, , 34.5,3.0,7.3, .408, ,,, 3.0, 7.3,.408,.408, 3.2,5.1,.638, ,,4.6,5.2, , ,,2.9, 9.1
Jack McMahon, ROC, PG,25,71, , 26.6,3.5,9.7, .362, ,,, 3.5, 9.7,.362,.362, 3.0,4.3,.696, ,,3.0,3.4, , ,,3.1, 10.0
Monk Meineke, FTW, PF,23,71, , 20.6,1.9,5.5, .344, ,,, 1.9, 5.5,.344,.344, 1.9,2.4,.805, ,,5.2,1.1, , ,,3.0, 5.7
Ed Mikan, BOS, C,28,9, , 7.9,0.9,2.7, .333, ,,, 0.9, 2.7,.333,.333, 0.6,1.0,.556, ,,2.2,0.3, , ,,1.7, 2.3
George Mikan*, MNL, C,29,72, , 32.8,6.1,16.1, .380, ,,, 6.1, 16.1,.380,.380, 5.9,7.6,.777, ,,14.3,2.4, , ,,3.7, 18.1
Vern Mikkelsen*, MNL, PF,25,72, , 31.2,4.0,10.7, .374, ,,, 4.0, 10.7,.374,.374, 3.1,4.1,.742, ,,8.5,1.7, , ,,3.7, 11.1
Eddie Miller, BLB, C,22,72, , 23.0,3.4,8.3, .407, ,,, 3.4, 8.3,.407,.407, 3.2,4.4,.729, ,,7.5,1.3, , ,,2.7, 10.0
Jack Molinas, FTW, SF,22,32, , 29.9,3.6,9.1, .390, ,,, 3.6, 9.1,.390,.390, 4.4,5.8,.759, ,,7.1,1.6, , ,,2.6, 11.6
Ken Murray, FTW, SG,25,49, , 10.8,1.1,4.0, .272, ,,, 1.1, 4.0,.272,.272, 0.9,1.2,.717, ,,1.3,1.1, , ,,1.2, 3.0
Jim Neal, SYR, C,23,67, , 13.4,1.7,5.5, .317, ,,, 1.7, 5.5,.317,.317, 1.2,2.0,.591, ,,3.8,0.4, , ,,2.1, 4.7
Jack Nichols, TOT, C-F,27,75, , 21.4,2.2,7.0, .309, ,,, 2.2, 7.0,.309,.309, 1.5,2.0,.743, ,,4.8,1.4, , ,,2.5, 5.9
Jack Nichols, MLH, PF,27,15, , 23.7,2.0,9.5, .210, ,,, 2.0, 9.5,.210,.210, 1.7,2.4,.694, ,,,1.5, , ,,2.1, 5.7
Jack Nichols, BOS, PF,27,60, , 20.9,2.2,6.4, .345, ,,, 2.2, 6.4,.345,.345, 1.5,1.9,.759, ,,,1.4, , ,,2.6, 5.9
Paul Nolen, BLB, C,24,1, , 2.0,0.0,1.0, .000, ,,, 0.0, 1.0,.000,.000, 0.0,0.0,, ,,1.0,0.0, , ,,1.0, 0.0
Mike Novak, SYR, PF,38,5, , 4.8,0.0,1.4, .000, ,,, 0.0, 1.4,.000,.000, 0.2,0.4,.500, ,,0.4,0.4, , ,,1.8, 0.2
Wally Osterkorn, SYR, PF,25,70, , 30.9,2.9,8.4, .346, ,,, 2.9, 8.4,.346,.346, 3.0,5.2,.579, ,,7.0,2.2, , ,,3.0, 8.8
Bob Peterson, TOT, F,22,8, , 7.5,0.4,1.3, .300, ,,, 0.4, 1.3,.300,.300, 1.1,1.4,.818, ,,1.5,0.4, , ,,1.9, 1.9
Bob Peterson, BLB, F,22,4, , 9.0,0.3,1.3, .200, ,,, 0.3, 1.3,.200,.200, 1.3,1.5,.833, ,,0.5,0.0, , ,,2.3, 1.8
Bob Peterson, MLH, F,22,4, , 6.0,0.5,1.3, .400, ,,, 0.5, 1.3,.400,.400, 1.0,1.3,.800, ,,2.5,0.8, , ,,1.5, 2.0
James Phelan, PHW, G,24,4, , 8.3,0.0,1.5, .000, ,,, 0.0, 1.5,.000,.000, 0.8,1.5,.500, ,,1.3,0.5, , ,,2.3, 0.8
Andy Phillip*, FTW, PG,31,71, , 38.1,3.6,9.6, .375, ,,, 3.6, 9.6,.375,.375, 3.4,4.6,.730, ,,3.7,6.3, , ,,2.9, 10.6
Jim Pollard*, MNL, SF,31,71, , 35.0,4.6,12.4, .370, ,,, 4.6, 12.4,.370,.370, 2.5,3.2,.778, ,,7.0,3.0, , ,,2.3, 11.7
George Ratkovicz, MLH, PF,31,69, , 31.4,2.9,7.3, .393, ,,, 2.9, 7.3,.393,.393, 2.6,4.0,.645, ,,7.6,2.2, , ,,3.7, 8.3
Connie Rea, BLB, G-F,23,20, , 7.7,0.5,2.2, .209, ,,, 0.5, 2.2,.209,.209, 0.3,0.8,.313, ,,1.6,0.8, , ,,0.7, 1.2
Frank Reddout, ROC, F,22,7, , 2.6,0.7,0.9, .833, ,,, 0.7, 0.9,.833,.833, 0.4,0.6,.750, ,,1.3,0.0, , ,,0.9, 1.9
Arnie Risen*, ROC, C,29,72, , 33.1,4.5,12.1, .368, ,,, 4.5, 12.1,.368,.368, 4.3,6.0,.714, ,,10.1,1.7, , ,,3.9, 13.2
Al Roges, BLB, SF,23,67, , 28.9,3.3,9.2, .358, ,,, 3.3, 9.2,.358,.358, 1.9,2.7,.726, ,,3.2,2.4, , ,,2.6, 8.5
Pep Saul, MNL, SG,29,71, , 25.4,2.3,6.6, .347, ,,, 2.3, 6.6,.347,.347, 1.8,2.4,.753, ,,2.2,2.0, , ,,2.1, 6.4
Fred Schaus, TOT, SF,28,67, , 22.6,2.4,6.2, .388, ,,, 2.4, 6.2,.388,.388, 2.3,2.9,.785, ,,4.0,1.6, , ,,2.6, 7.1
Fred Schaus, FTW, F,28,23, , 11.8,1.1,2.7, .397, ,,, 1.1, 2.7,.397,.397, 1.7,2.2,.760, ,,2.2,0.9, , ,,1.5, 3.8
Fred Schaus, NYK, SF,28,44, , 28.3,3.1,8.0, .386, ,,, 3.1, 8.0,.386,.386, 2.6,3.3,.793, ,,4.9,2.0, , ,,3.2, 8.8
Dolph Schayes*, SYR, C,25,72, , 36.9,5.1,13.5, .380, ,,, 5.1, 13.5,.380,.380, 6.8,8.2,.827, ,,12.1,3.0, , ,,3.2, 17.1
Dick Schnittker, MNL, SF,25,71, , 14.6,1.7,4.3, .397, ,,, 1.7, 4.3,.397,.397, 1.2,1.9,.652, ,,2.5,0.8, , ,,2.5, 4.6
Fred Scolari, FTW, PG,31,64, , 24.8,2.5,7.7, .324, ,,, 2.5, 7.7,.324,.324, 2.3,2.8,.800, ,,2.2,2.0, , ,,2.4, 7.2
George Senesky, PHW, PG,31,58, , 13.3,0.7,2.1, .345, ,,, 0.7, 2.1,.345,.345, 0.5,0.9,.547, ,,1.1,1.4, , ,,1.4, 1.9
Paul Seymour, SYR, SG,26,71, , 38.4,4.5,11.8, .377, ,,, 4.5, 11.8,.377,.377, 4.2,5.2,.813, ,,4.1,5.1, , ,,2.6, 13.1
Chuck Share, TOT, C,26,68, , 23.2,2.8,7.3, .381, ,,, 2.8, 7.3,.381,.381, 2.8,4.0,.684, ,,8.2,1.2, , ,,3.1, 8.3
Chuck Share, FTW, C,26,21, , 7.4,0.4,1.7, .257, ,,, 0.4, 1.7,.257,.257, 0.9,1.4,.600, ,,3.0,0.5, , ,,1.2, 1.7
Chuck Share, MLH, C,26,47, , 30.2,3.8,9.7, .391, ,,, 3.8, 9.7,.391,.391, 3.6,5.2,.694, ,,10.5,1.5, , ,,3.9, 11.2
Bill Sharman*, BOS, SG,27,72, , 34.3,5.7,12.7, .450, ,,, 5.7, 12.7,.450,.450, 4.6,5.4,.844, ,,3.5,3.2, , ,,2.9, 16.0
Connie Simmons, NYK, C,28,72, , 27.9,3.5,9.9, .358, ,,, 3.5, 9.9,.358,.358, 2.9,4.2,.689, ,,6.7,1.8, , ,,3.3, 10.0
Zeke Sinicola, FTW, G,25,9, , 3.7,0.4,1.8, .250, ,,, 0.4, 1.8,.250,.250, 0.3,0.7,.500, ,,0.1,0.3, , ,,0.9, 1.2
Whitey Skoog, MNL, SG,27,71, , 26.4,3.0,7.5, .400, ,,, 3.0, 7.5,.400,.400, 1.0,1.4,.742, ,,3.2,2.5, , ,,3.3, 7.0
Ed Smith, NYK, SF,24,12, , 10.6,1.2,4.1, .286, ,,, 1.2, 4.1,.286,.286, 0.6,1.1,.538, ,,2.7,0.8, , ,,1.4, 2.9
Joe Smyth, TOT, SF,24,40, , 12.4,1.2,3.5, .348, ,,, 1.2, 3.5,.348,.348, 0.9,1.6,.538, ,,2.5,1.2, , ,,1.3, 3.3
Joe Smyth, NYK, SF,24,8, , 7.4,0.6,1.9, .333, ,,, 0.6, 1.9,.333,.333, 0.6,1.1,.556, ,,1.3,0.3, , ,,1.0, 1.9
Joe Smyth, BLB, SF,24,32, , 13.6,1.3,3.8, .350, ,,, 1.3, 3.8,.350,.350, 0.9,1.8,.536, ,,2.8,1.5, , ,,1.4, 3.6
Odie Spears, ROC, SF,29,72, , 22.7,2.6,7.0, .364, ,,, 2.6, 7.0,.364,.364, 2.5,3.3,.769, ,,4.3,1.5, , ,,2.9, 7.7
Don Sunderlage, MLH, SG,24,68, , 32.8,3.7,11.0, .340, ,,, 3.7, 11.0,.340,.340, 3.7,5.0,.748, ,,3.3,2.8, , ,,3.9, 11.2
Dick Surhoff, MLH, PF,24,32, , 11.2,1.3,4.0, .333, ,,, 1.3, 4.0,.333,.333, 1.5,1.9,.758, ,,2.2,0.7, , ,,1.7, 4.2
Norm Swanson, ROC, SF,23,63, , 9.7,0.5,2.2, .226, ,,, 0.5, 2.2,.226,.226, 0.6,1.0,.594, ,,1.7,0.5, , ,,1.4, 1.6
Bill Tosheff, MLH, PG,27,71, , 25.7,2.4,8.1, .291, ,,, 2.4, 8.1,.291,.291, 2.2,3.0,.743, ,,2.3,2.8, , ,,2.9, 6.9
Hal Uplinger, BLB, SG,24,23, , 11.7,1.4,4.1, .351, ,,, 1.4, 4.1,.351,.351, 0.9,1.0,.909, ,,1.3,1.1, , ,,1.8, 3.7
Ernie Vandeweghe, NYK, SG,25,15, , 18.1,2.5,6.9, .359, ,,, 2.5, 6.9,.359,.359, 1.7,2.1,.806, ,,1.3,1.9, , ,,2.5, 6.6
Paul Walther, PHW, SG,26,64, , 32.3,2.2,6.1, .352, ,,, 2.2, 6.1,.352,.352, 2.3,3.2,.704, ,,4.0,3.4, , ,,3.1, 6.6
Isaac Walthour, MLH, G,23,4, , 7.5,0.3,1.5, .167, ,,, 0.3, 1.5,.167,.167, 0.0,0.0,, ,,0.3,0.5, , ,,1.5, 0.5
Bobby Wanzer*, ROC, SG,32,72, , 35.3,4.5,11.6, .386, ,,, 4.5, 11.6,.386,.386, 4.4,5.9,.734, ,,5.4,3.5, , ,,2.4, 13.3
Mark Workman, BLB, F-C,23,14, , 10.8,1.8,4.3, .417, ,,, 1.8, 4.3,.417,.417, 0.4,0.7,.600, ,,2.6,0.5, , ,,2.2, 4.0
George Yardley*, FTW, SF,25,63, , 23.6,3.3,7.8, .425, ,,, 3.3, 7.8,.425,.425, 2.3,3.3,.712, ,,6.5,1.6, , ,,2.6, 9.0
Max Zaslofsky, TOT, SG,28,65, , 28.9,4.3,11.6, .368, ,,, 4.3, 11.6,.368,.368, 3.9,5.5,.714, ,,2.5,2.4, , ,,2.2, 12.5
Max Zaslofsky, BLB, SG,28,11, , 38.0,5.2,14.7, .352, ,,, 5.2, 14.7,.352,.352, 6.0,7.8,.767, ,,3.9,3.0, , ,,2.2, 16.4
Max Zaslofsky, MLH, SG,28,9, , 33.2,5.2,15.3, .341, ,,, 5.2, 15.3,.341,.341, 4.7,6.6,.712, ,,3.1,2.6, , ,,1.9, 15.1
Max Zaslofsky, FTW, SG,28,45, , 25.9,3.9,10.1, .382, ,,, 3.9, 10.1,.382,.382, 3.3,4.7,.693, ,,2.0,2.2, , ,,2.2, 11.0
Zeke Zawoluk, PHW, SF,23,71, , 25.3,2.9,7.6, .376, ,,, 2.9, 7.6,.376,.376, 2.6,3.2,.809, ,,4.6,1.4, , ,,3.1, 8.3
